,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol
73,Magic Valley Generating Station,55123_G_CTG1,55123,G,CTG1,3951.0,Combined Cycle,,ERC_REST,Texas,48,Hidalgo,215,48215,221.0,7318.0,2002.0,9999,,,N,Natural Gas,,,,,SCR,2000.0,,,,,,,,0.01572,0.01572,0.01572,0.01572,,,,,,,,,,,,Natural Gas,55123.0,26.3403,-98.19,,,,,,,,,3.26102283606551,117.0,POINT (-98.19 26.3403),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,70.278,22561.849710982657,88.4,0.0,13170.0,3.5999999999999996,27.4641651143274,1,0.0,1,1,False,False,False,False,55123+CTG1
74,Magic Valley Generating Station,55123_G_CTG2,55123,G,CTG2,3952.0,Combined Cycle,,ERC_REST,Texas,48,Hidalgo,215,48215,221.0,7318.0,2002.0,9999,,,N,Natural Gas,,,,,SCR,2000.0,,,,,,,,0.01572,0.01572,0.01572,0.01572,,,,,,,,,,,,Natural Gas,55123.0,26.3403,-98.19,,,,,,,,,3.26102283606551,117.0,POINT (-98.19 26.3403),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,70.278,22561.849710982657,88.4,0.0,13170.0,3.5999999999999996,27.4641651143274,1,0.0,1,1,False,False,False,False,55123+CTG2
75,Magic Valley Generating Station,55123_G_STG,55123,G,STG,,Combined Cycle,,ERC_REST,Texas,48,Hidalgo,215,48215,240.0,7318.0,2002.0,9999,,,N,Natural Gas,,,,,SCR,2000.0,,,,,,,,0.01572,0.01572,0.01572,0.01572,,,,,,,,,,,,Natural Gas,55123.0,26.3403,-98.19,,,,,,,,,3.26102283606551,117.0,POINT (-98.19 26.3403),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,76.32000000000001,24501.556247220986,96.0,0.0,13170.0,3.5999999999999996,27.4641651143274,1,0.0,1,1,False,False,False,False,55123+STG
76,Corpus Christi Energy Center,55206_G_CT1,55206,G,CT1,4138.0,Combined Cycle,,ERC_REST,Texas,48,Nueces,355,48355,152.0,9300.0,2002.0,9999,,,Y,Natural Gas,,,,DLNB,,,,,,,,,,0.03927,0.03927,0.03927,0.03927,,,,,,,,,,,,Natural Gas,55206.0,27.8139,-97.4283,,,,,,,,,3.26102283606551,117.0,POINT (-97.42829999999999 27.8139),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,48.336,15517.652289906624,60.800000000000004,0.0,13170.0,3.5999999999999996,33.92751237540924,1,0.0,1,1,False,False,False,False,55206+CT1
77,Corpus Christi Energy Center,55206_G_CT2,55206,G,CT2,4139.0,Combined Cycle,,ERC_REST,Texas,48,Nueces,355,48355,152.0,9300.0,2002.0,9999,,,Y,Natural Gas,,,,DLNB,,,,,,,,,,0.03927,0.03927,0.03927,0.03927,,,,,,,,,,,,Natural Gas,55206.0,27.8139,-97.4283,,,,,,,,,3.26102283606551,117.0,POINT (-97.42829999999999 27.8139),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,48.336,15517.652289906624,60.800000000000004,0.0,13170.0,3.5999999999999996,33.92751237540924,1,0.0,1,1,False,False,False,False,55206+CT2
78,Corpus Christi Energy Center,55206_G_ST1,55206,G,ST1,,Combined Cycle,,ERC_REST,Texas,48,Nueces,355,48355,165.0,9300.0,2002.0,9999,,,Y,Natural Gas,,,,DLNB,,,,,,,,,,0.03927,0.03927,0.03927,0.03927,,,,,,,,,,,,Natural Gas,55206.0,27.8139,-97.4283,,,,,,,,,3.26102283606551,117.0,POINT (-97.42829999999999 27.8139),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,33.92751237540924,1,0.0,1,1,False,False,False,False,55206+ST1
79,Ingleside Cogeneration,55313_G_CTG1,55313,G,CTG1,,Combined Cycle,,ERC_REST,Texas,48,San Patricio,409,48409,155.0,7590.0,1999.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.0692,0.0692,0.0692,0.0692,,,,,,,,,,,,Natural Gas,55313.0,27.882778,-97.242778,,,,,,,,,3.26102283606551,117.0,POINT (-97.242778 27.882778),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,49.29,15823.921742996887,62.0,0.0,13170.0,3.5999999999999996,28.351163325737218,1,0.0,1,1,False,False,False,False,55313+CTG1
80,Ingleside Cogeneration,55313_G_CTG2,55313,G,CTG2,,Combined Cycle,,ERC_REST,Texas,48,San Patricio,409,48409,155.0,7590.0,1999.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.0692,0.0692,0.0692,0.0692,,,,,,,,,,,,Natural Gas,55313.0,27.882778,-97.242778,,,,,,,,,3.26102283606551,117.0,POINT (-97.242778 27.882778),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,49.29,15823.921742996887,62.0,0.0,13170.0,3.5999999999999996,28.351163325737218,1,0.0,1,1,False,False,False,False,55313+CTG2
81,Ingleside Cogeneration,55313_G_STG,55313,G,STG,,Combined Cycle,,ERC_REST,Texas,48,San Patricio,409,48409,150.0,7590.0,1999.0,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.0692,0.0692,0.0692,0.0692,,,,,,,,,,,,Natural Gas,55313.0,27.882778,-97.242778,,,,,,,,,3.26102283606551,117.0,POINT (-97.242778 27.882778),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,47.7,15313.472654513116,60.0,0.0,13170.0,3.5999999999999996,28.351163325737218,1,0.0,1,1,False,False,False,False,55313+STG
82,Hidalgo Energy Center,55545_G_CTG1,55545,G,CTG1,3171.0,Combined Cycle,,ERC_REST,Texas,48,Hidalgo,215,48215,149.0,7288.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03545,0.03545,0.03545,0.03545,,,,,,,,,,,,Natural Gas,55545.0,26.34172,-98.175759,,,,,,,,,3.26102283606551,117.0,POINT (-98.175759 26.34172),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,47.382,15211.382836816363,59.6,0.0,13170.0,3.5999999999999996,27.366334429245434,1,0.0,1,1,False,False,False,False,55545+CTG1
83,Hidalgo Energy Center,55545_G_CTG2,55545,G,CTG2,3172.0,Combined Cycle,,ERC_REST,Texas,48,Hidalgo,215,48215,149.0,7288.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03545,0.03545,0.03545,0.03545,,,,,,,,,,,,Natural Gas,55545.0,26.34172,-98.175759,,,,,,,,,3.26102283606551,117.0,POINT (-98.175759 26.34172),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,47.382,15211.382836816363,59.6,0.0,13170.0,3.5999999999999996,27.366334429245434,1,0.0,1,1,False,False,False,False,55545+CTG2
84,Hidalgo Energy Center,55545_G_STG1,55545,G,STG1,,Combined Cycle,,ERC_REST,Texas,48,Hidalgo,215,48215,172.0,7288.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03545,0.03545,0.03545,0.03545,,,,,,,,,,,,Natural Gas,55545.0,26.34172,-98.175759,,,,,,,,,3.26102283606551,117.0,POINT (-98.175759 26.34172),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,54.696,17559.448643841708,68.8,0.0,13170.0,3.5999999999999996,27.366334429245434,1,0.0,1,1,False,False,False,False,55545+STG1
85,Colorado Bend Energy Center,56350_G_CT1A,56350,G,CT1A,4573.0,Combined Cycle,,ERC_REST,Texas,48,Wharton,481,48481,70.0,8386.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01482,0.01482,0.01482,0.01482,,,,,,,,,,,,Natural Gas,56350.0,29.2878,-96.0683,,,,,,,,,3.26102283606551,117.0,POINT (-96.06829999999999 29.2878),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,44.730000000000004,7146.2872387727875,28.0,0.0,13170.0,3.5999999999999996,30.946937503245366,1,0.0,1,1,False,False,False,False,56350+CT1A
86,Colorado Bend Energy Center,56350_G_CT1B,56350,G,CT1B,4574.0,Combined Cycle,,ERC_REST,Texas,48,Wharton,481,48481,62.0,8386.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01482,0.01482,0.01482,0.01482,,,,,,,,,,,,Natural Gas,56350.0,29.2878,-96.0683,,,,,,,,,3.26102283606551,117.0,POINT (-96.06829999999999 29.2878),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,39.618,6329.568697198755,24.8,0.0,13170.0,3.5999999999999996,30.946937503245366,1,0.0,1,1,False,False,False,False,56350+CT1B
87,Colorado Bend Energy Center,56350_G_CT2A,56350,G,CT2A,4577.0,Combined Cycle,,ERC_REST,Texas,48,Wharton,481,48481,69.0,8386.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01541,0.01541,0.01541,0.01541,,,,,,,,,,,,Natural Gas,56350.0,29.2878,-96.0683,,,,,,,,,3.26102283606551,117.0,POINT (-96.06829999999999 29.2878),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,44.091,7044.197421076034,27.6,0.0,13170.0,3.5999999999999996,30.946937503245366,1,0.0,1,1,False,False,False,False,56350+CT2A
88,Colorado Bend Energy Center,56350_G_CT2B,56350,G,CT2B,4578.0,Combined Cycle,,ERC_REST,Texas,48,Wharton,481,48481,63.0,8386.0,2002.0,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01541,0.01541,0.01541,0.01541,,,,,,,,,,,,Natural Gas,56350.0,29.2878,-96.0683,,,,,,,,,3.26102283606551,117.0,POINT (-96.06829999999999 29.2878),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,40.257,6431.658514895509,25.200000000000003,0.0,13170.0,3.5999999999999996,30.946937503245366,1,0.0,1,1,False,False,False,False,56350+CT2B
89,Colorado Bend Energy Center,56350_G_ST1,56350,G,ST1,,Combined Cycle,,ERC_REST,Texas,48,Wharton,481,48481,101.0,8386.0,2007.0,9999,,,N,Natural Gas,,,,DLNB + LNB + NH3,SCR,2007.0,,,,,,,,0.01482,0.01482,0.01482,0.01482,,,,,,,,,,,,Natural Gas,56350.0,29.2878,-96.0683,,,,,,,,,3.26102283606551,117.0,POINT (-96.06829999999999 29.2878),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,32.118,10311.071587372166,40.400000000000006,0.0,13170.0,3.5999999999999996,30.946937503245366,1,0.0,1,1,False,False,False,False,56350+ST1
90,Colorado Bend Energy Center,56350_G_ST2,56350,G,ST2,,Combined Cycle,,ERC_REST,Texas,48,Wharton,481,48481,103.0,8386.0,2008.0,9999,,,N,Natural Gas,,,,DLNB + LNB + NH3,SCR,2008.0,,,,,,,,0.01541,0.01541,0.01541,0.01541,,,,,,,,,,,,Natural Gas,56350.0,29.2878,-96.0683,,,,,,,,,3.26102283606551,117.0,POINT (-96.06829999999999 29.2878),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,32.754,10515.251222765673,41.2,0.0,13170.0,3.5999999999999996,30.946937503245366,1,0.0,1,1,False,False,False,False,56350+ST2
92,CFB Power Plant,56708_B_H1101,56708,B,H1101,,O/G Steam,,ERC_REST,Texas,48,Calhoun,57,48057,143.0,11844.0,2012.0,9999,FBC,dry,N,Natural Gas,,,,CF + LNB + NH3,SNCR,,2012.0,,,,,,0.178,0.21605,0.21605,0.21605,0.21605,,,,,,,,,,,,Natural Gas,56708.0,28.650278,-96.539722,,,,,,,,,3.26102283606551,117.0,POINT (-96.539722 28.650278),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,7.0,33.033,14598.843930635838,57.2,0.0,37800.0,4.47,43.0935544703599,1,0.0,1,1,False,False,False,False,56708+H1101
93,CFB Power Plant,56708_B_H1201,56708,B,H1201,,O/G Steam,,ERC_REST,Texas,48,Calhoun,57,48057,143.0,11844.0,2012.0,9999,FBC,dry,N,Natural Gas,,,,CF + LNB + NH3,SNCR,,2012.0,,,,,,0.178,0.21605,0.21605,0.21605,0.21605,,,,,,,,,,,,Natural Gas,56708.0,28.650278,-96.539722,,,,,,,,,3.26102283606551,117.0,POINT (-96.539722 28.650278),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,7.0,33.033,14598.843930635838,57.2,0.0,37800.0,4.47,43.0935544703599,1,0.0,1,1,False,False,False,False,56708+H1201
111,OCI Alamo Solar I,58537_G_ASTRO,58537,G,ASTRO,,Batteries,,ERC_REST,Texas,48,Bexar,29,48029,1.0,0.0,2016.0,9999,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,58537.0,29.271667,-98.444722,58537.0,ASTRO,0.3,1,1,Batteries,0.81,0.0,0.0,0.0,POINT (-98.444722 29.271667),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1,1,False,False,False,False,58537+ASTRO
124,Colorado Bend II,60122_G_CT7,60122,G,CT7,91195.0,Combined Cycle,,ERC_REST,Texas,48,Wharton,481,48481,313.2,6250.0,2017.0,9999,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.00786,0.00786,0.00786,0.00786,,,,,,,,,,,,Natural Gas,60122.0,29.289415,-96.065399,,,,,,,,,3.26102283606551,117.0,POINT (-96.065399 29.289415),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,99.5976,31974.530902623388,125.28,0.0,13170.0,3.5999999999999996,23.981392725409435,1,0.0,1,1,False,False,False,False,60122+CT7
125,Colorado Bend II,60122_G_CT8,60122,G,CT8,91196.0,Combined Cycle,,ERC_REST,Texas,48,Wharton,481,48481,313.2,6250.0,2017.0,9999,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.00786,0.00786,0.00786,0.00786,,,,,,,,,,,,Natural Gas,60122.0,29.289415,-96.065399,,,,,,,,,3.26102283606551,117.0,POINT (-96.065399 29.289415),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,99.5976,31974.530902623388,125.28,0.0,13170.0,3.5999999999999996,23.981392725409435,1,0.0,1,1,False,False,False,False,60122+CT8
126,Colorado Bend II,60122_G_STG9,60122,G,STG9,,Combined Cycle,,ERC_REST,Texas,48,Wharton,481,48481,461.4,6250.0,2017.0,9999,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.00786,0.00786,0.00786,0.00786,,,,,,,,,,,,Natural Gas,60122.0,29.289415,-96.065399,,,,,,,,,3.26102283606551,117.0,POINT (-96.065399 29.289415),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,146.7252,47104.24188528235,184.56,0.0,13170.0,3.5999999999999996,23.981392725409435,1,0.0,1,1,False,False,False,False,60122+STG9
129,Coleto Creek,6178_B_1,6178,B,1,2826.0,Coal Steam,,ERC_REST,Texas,48,Goliad,175,48175,635.0,9890.0,1980.0,9999,tangential,wet,N,Subbituminous,,,,LNC3,,,,B,,ACI,2016.0,,1.2,0.12786,0.12786,0.12786,0.12786,0.1,0.1,0.1,,,,,,,,,Subbituminous,6178.0,28.7128,-97.214167,,,,,,,,,1.7568728288292519,214.3,POINT (-97.214167 28.7128),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,12.0,113.66499999999999,64827.03423743886,254.0,0.0,37800.0,4.47,21.8454722771213,1,0.0,1,1,False,False,False,False,6178+1
130,San Miguel,6183_B_SM-1,6183,B,SM-1,2835.0,Coal Steam,,ERC_REST,Texas,48,Atascosa,13,48013,391.0,11931.0,1982.0,9999,wall,dry,N,Lignite,Wet Scrubber,1982.0,0.954,LNB + OFA,SNCR,,2015.0,ESPC,No,ACI,2016.0,,1.2,0.15874,0.15874,0.15874,0.15874,0.1,0.1,0.1,0.99,,,,,,,,Lignite,6183.0,28.7044,-98.4775,,,,,,,,,1.7568728288292519,215.4,POINT (-98.47750000000001 28.7044),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,12.0,69.98899999999999,39917.11871943086,156.4,0.0,37800.0,4.47,25.4312497207618,1,0.0,1,1,False,False,False,False,6183+SM-1
131,South Texas Project,6251_G_1,6251,G,1,,Nuclear,,ERC_REST,Texas,48,Matagorda,321,48321,1280.0,10456.0,1988.0,2068,,,N,Nuclear Fuel,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Nuclear Fuel,6251.0,28.795,-96.0481,,,,,,,,,0.6222829337745494,0.0,POINT (-96.04810000000001 28.795),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,20.0,102.4,653374.8332592263,1152.0,0.0,93280.0,2.14,8.646590355546689,0,0.0,1,1,False,False,False,False,6251+1
132,South Texas Project,6251_G_2,6251,G,2,,Nuclear,,ERC_REST,Texas,48,Matagorda,321,48321,1280.0,10456.0,1989.0,2069,,,N,Nuclear Fuel,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Nuclear Fuel,6251.0,28.795,-96.0481,,,,,,,,,0.6222829337745494,0.0,POINT (-96.04810000000001 28.795),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,20.0,102.4,653374.8332592263,1152.0,0.0,93280.0,2.14,8.646590355546689,0,0.0,1,1,False,False,False,False,6251+2
136,J K Spruce,7097_B_BLR1,7097,B,BLR1,2939.0,Coal Steam,,ERC_REST,Texas,48,Bexar,29,48029,560.0,9754.0,1992.0,9999,tangential,wet,N,Subbituminous,Wet Scrubber,1992.0,0.93,LNC3,,,,B,,ACI,2015.0,,0.35,0.13973,0.13973,0.13973,0.13973,0.1,0.1,0.1,0.9800000000000001,,,,,,,,Subbituminous,7097.0,29.309722,-98.3203,,,,,,,,,1.7568728288292519,214.3,POINT (-98.3203 29.309722),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,12.0,100.24,57170.2979101823,224.0,0.0,37800.0,4.47,21.606537572400523,1,0.0,1,1,False,False,False,False,7097+BLR1
137,J K Spruce,7097_B_BLR2,7097,B,BLR2,2940.0,Coal Steam,,ERC_REST,Texas,48,Bexar,29,48029,785.0,9724.0,2010.0,9999,tangential,wet,N,Subbituminous,Wet Scrubber,2010.0,0.95,AA + LNB + NH3,SCR,2010.0,,B,,ACI,2013.0,,0.1,0.04913,0.04913,0.04913,0.04913,0.1,0.1,0.1,0.99,,,,,,,,Subbituminous,7097.0,29.309722,-98.3203,,,,,,,,,1.7568728288292519,214.3,POINT (-98.3203 29.309722),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,12.0,140.515,80140.50689195198,314.0,0.0,37800.0,4.47,21.553831387535645,1,0.0,1,1,False,False,False,False,7097+BLR2
138,Arthur Von Rosenberg,7512_G_1,7512,G,1,2484.0,Combined Cycle,,ERC_REST,Texas,48,Bexar,29,48029,157.0,7178.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,SCR,2000.0,,,,,,,0.5,0.02878,0.02878,0.02878,0.02878,,,,,,,,,,,,Natural Gas,7512.0,29.257046,-98.384045,,,,,,,,,3.26102283606551,117.0,POINT (-98.384045 29.257046),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,49.926,16028.101378390395,62.800000000000004,0.0,13170.0,3.5999999999999996,27.00762191727823,1,0.0,1,1,False,False,False,False,7512+1
139,Arthur Von Rosenberg,7512_G_2,7512,G,2,2485.0,Combined Cycle,,ERC_REST,Texas,48,Bexar,29,48029,157.0,7178.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,SCR,2000.0,,,,,,,0.5,0.02878,0.02878,0.02878,0.02878,,,,,,,,,,,,Natural Gas,7512.0,29.257046,-98.384045,,,,,,,,,3.26102283606551,117.0,POINT (-98.384045 29.257046),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,49.926,16028.101378390395,62.800000000000004,0.0,13170.0,3.5999999999999996,27.00762191727823,1,0.0,1,1,False,False,False,False,7512+2
140,Arthur Von Rosenberg,7512_G_3,7512,G,3,,Combined Cycle,,ERC_REST,Texas,48,Bexar,29,48029,160.0,7178.0,2000.0,9999,,,N,Natural Gas,,,,DLNB,SCR,2000.0,,,,,,,0.5,0.02878,0.02878,0.02878,0.02878,,,,,,,,,,,,Natural Gas,7512.0,29.257046,-98.384045,,,,,,,,,3.26102283606551,117.0,POINT (-98.384045 29.257046),64,65,65,51.695295702,9.56289745704,p65,rto10,p65,4.0,50.88,16334.370831480657,64.0,0.0,13170.0,3.5999999999999996,27.00762191727823,1,0.0,1,1,False,False,False,False,7512+3
142,Decker Creek,3548_B_2,3548,B,2,2455.0,O/G Steam,,ERC_REST,Texas,48,Travis,453,48453,404.0,11588.0,1977.0,9999,wall,dry,N,"Natural Gas, Distillate Fuel Oil",,,,FR + H2O + LNB,,,,,,,,,1.157,0.09734,0.09734,0.09734,0.09734,,,,,,,,,,,,Natural Gas,3548.0,30.3033,-97.6128,,,,,,,,,3.26102283606551,117.0,POINT (-97.61279999999999 30.3033),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,7.0,93.324,41244.28634948866,161.60000000000002,0.0,37800.0,4.47,42.25873262432713,1,0.0,1,1,False,False,False,False,3548+2
169,Thomas C Ferguson,4937_G_CT-1,4937,G,CT-1,90812.0,Combined Cycle,,ERC_REST,Texas,48,Llano,299,48299,168.0,7050.0,2014.0,9999,Other,,N,Natural Gas,,,,DLNB + NH3,SCR,2014.0,,,,,,,,0.00598,0.00598,0.00598,0.00598,,,,,,,,,,,,Natural Gas,4937.0,30.558,-98.3705,,,,,,,,,3.26102283606551,117.0,POINT (-98.37050000000001 30.558),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,53.424,17151.089373054692,67.2,0.0,13170.0,3.5999999999999996,26.590210994261845,1,0.0,1,1,False,False,False,False,4937+CT-1
170,Thomas C Ferguson,4937_G_CT-2,4937,G,CT-2,90813.0,Combined Cycle,,ERC_REST,Texas,48,Llano,299,48299,168.0,7050.0,2014.0,9999,Other,,N,Natural Gas,,,,DLNB + NH3,SCR,2014.0,,,,,,,,0.00598,0.00598,0.00598,0.00598,,,,,,,,,,,,Natural Gas,4937.0,30.558,-98.3705,,,,,,,,,3.26102283606551,117.0,POINT (-98.37050000000001 30.558),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,53.424,17151.089373054692,67.2,0.0,13170.0,3.5999999999999996,26.590210994261845,1,0.0,1,1,False,False,False,False,4937+CT-2
171,Thomas C Ferguson,4937_G_STG,4937,G,STG,,Combined Cycle,,ERC_REST,Texas,48,Llano,299,48299,180.0,7050.0,2014.0,9999,,,N,Natural Gas,,,,DLNB + NH3,SCR,2014.0,,,,,,,,0.00598,0.00598,0.00598,0.00598,,,,,,,,,,,,Natural Gas,4937.0,30.558,-98.3705,,,,,,,,,3.26102283606551,117.0,POINT (-98.37050000000001 30.558),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,57.24,18376.16718541574,72.0,0.0,13170.0,3.5999999999999996,26.590210994261845,1,0.0,1,1,False,False,False,False,4937+STG
172,Hal C Weaver Power Plant,50118_G_GEN10,50118,G,GEN10,,Combined Cycle,,ERC_REST,Texas,48,Travis,453,48453,33.0,7130.0,2010.0,9999,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.02721,0.02721,0.02721,0.02721,,,,,,,,,,,,Natural Gas,50118.0,30.2867,-97.7356,,,,,,,,,3.26102283606551,117.0,POINT (-97.73560000000001 30.2867),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,21.087,3368.9639839928855,13.200000000000001,0.0,13170.0,3.5999999999999996,26.851092821147084,1,0.0,1,1,False,False,False,False,50118+GEN10
175,Hal C Weaver Power Plant,50118_G_GEN7,50118,G,GEN7,,Combined Cycle,,ERC_REST,Texas,48,Travis,453,48453,27.6,7130.0,1979.0,9999,,,Y,Natural Gas,,,,FR,SCR,,,,,,,,,0.04937,0.04937,0.04937,0.04937,,,,,,,,,,,,Natural Gas,50118.0,30.2867,-97.7356,,,,,,,,,3.26102283606551,117.0,POINT (-97.73560000000001 30.2867),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,17.636400000000002,2817.6789684304135,11.040000000000001,0.0,13170.0,3.5999999999999996,26.851092821147084,1,0.0,1,1,False,False,False,False,50118+GEN7
176,Hal C Weaver Power Plant,50118_G_GEN8,50118,G,GEN8,,Combined Cycle,,ERC_REST,Texas,48,Travis,453,48453,46.5,7130.0,1987.0,9999,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.04937,0.04937,0.04937,0.04937,,,,,,,,,,,,Natural Gas,50118.0,30.2867,-97.7356,,,,,,,,,3.26102283606551,117.0,POINT (-97.73560000000001 30.2867),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,29.7135,4747.176522899066,18.6,0.0,13170.0,3.5999999999999996,26.851092821147084,1,0.0,1,1,False,False,False,False,50118+GEN8
177,Hal C Weaver Power Plant,50118_G_GEN9,50118,G,GEN9,,Combined Cycle,,ERC_REST,Texas,48,Travis,453,48453,26.1,7130.0,2004.0,9999,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.02721,0.02721,0.02721,0.02721,,,,,,,,,,,,Natural Gas,50118.0,30.2867,-97.7356,,,,,,,,,3.26102283606551,117.0,POINT (-97.73560000000001 30.2867),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,16.6779,2664.544241885282,10.440000000000001,0.0,13170.0,3.5999999999999996,26.851092821147084,1,0.0,1,1,False,False,False,False,50118+GEN9
178,Tenaska Frontier Generation Station,55062_G_GTG1,55062,G,GTG1,3843.0,Combined Cycle,,ERC_FRNT,Texas,48,Grimes,185,48185,155.0,7077.0,2000.0,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.03723,0.03723,0.03723,0.03723,,,,,,,,,,,,Natural Gas,55062.0,30.5924,-95.9178,,,,,,,,,3.26102283606551,117.0,POINT (-95.9178 30.5924),63,64,64,17.6037588908,6.78793955885,p64,rto10,p64,4.0,49.29,15823.921742996887,62.0,0.0,13170.0,3.5999999999999996,26.678258610835613,1,0.0,1,1,False,False,False,False,55062+GTG1
